dataset,config_id,k_shot,seed,stage,class_index,class_name,f1
eurosat,swin_b_scratch_ms9,25,2024,stage2,3,Highway,0.25066666666666665
eurosat,swin_b_scratch_ms9,25,2024,stage2,4,Industrial,0.7692307692307693
eurosat,swin_b_scratch_ms9,25,2024,stage2,5,Pasture,0.6555023923444976
eurosat,swin_b_scratch_ms9,25,2024,stage2,6,PermanentCrop,0.5615942028985508
eurosat,swin_b_scratch_ms9,25,2024,stage2,7,Residential,0.6104928457869634
eurosat,swin_b_scratch_ms9,25,2024,stage2,8,River,0.8096192384769539
eurosat,swin_b_scratch_ms9,25,2024,stage2,9,SeaLake,0.9568
eurosat,swin_b_scratch_ms9,25,7,stage1,0,AnnualCrop,0.602020202020202
eurosat,swin_b_scratch_ms9,25,7,stage1,1,Forest,0.8093841642228738
eurosat,swin_b_scratch_ms9,25,7,stage1,2,HerbaceousVegetation,0.5209790209790209
eurosat,swin_b_scratch_ms9,25,7,stage1,3,Highway,0.3117505995203837
eurosat,swin_b_scratch_ms9,25,7,stage1,4,Industrial,0.8220183486238533
eurosat,swin_b_scratch_ms9,25,7,stage1,5,Pasture,0.7400468384074942
eurosat,swin_b_scratch_ms9,25,7,stage1,6,PermanentCrop,0.5577264653641207
eurosat,swin_b_scratch_ms9,25,7,stage1,7,Residential,0.545751633986928
eurosat,swin_b_scratch_ms9,25,7,stage1,8,River,0.7034764826175869
eurosat,swin_b_scratch_ms9,25,7,stage1,9,SeaLake,0.9765886287625418
eurosat,swin_b_scratch_ms9,25,7,stage2,0,AnnualCrop,0.5515873015873016
eurosat,swin_b_scratch_ms9,25,7,stage2,1,Forest,0.8728414442700158
eurosat,swin_b_scratch_ms9,25,7,stage2,2,HerbaceousVegetation,0.5703703703703704
eurosat,swin_b_scratch_ms9,25,7,stage2,3,Highway,0.46799116997792495
eurosat,swin_b_scratch_ms9,25,7,stage2,4,Industrial,0.8810408921933085
eurosat,swin_b_scratch_ms9,25,7,stage2,5,Pasture,0.6917293233082706
eurosat,swin_b_scratch_ms9,25,7,stage2,6,PermanentCrop,0.5233333333333333
eurosat,swin_b_scratch_ms9,25,7,stage2,7,Residential,0.6688311688311688
eurosat,swin_b_scratch_ms9,25,7,stage2,8,River,0.8317214700193424
eurosat,swin_b_scratch_ms9,25,7,stage2,9,SeaLake,0.9865771812080537
eurosat,swin_b_scratch_ms9,25,999,stage1,0,AnnualCrop,0.706081081081081
eurosat,swin_b_scratch_ms9,25,999,stage1,1,Forest,0.7407407407407407
eurosat,swin_b_scratch_ms9,25,999,stage1,2,HerbaceousVegetation,0.4642857142857143
eurosat,swin_b_scratch_ms9,25,999,stage1,3,Highway,0.2888402625820569
eurosat,swin_b_scratch_ms9,25,999,stage1,4,Industrial,0.7992424242424242
eurosat,swin_b_scratch_ms9,25,999,stage1,5,Pasture,0.6359447004608295
eurosat,swin_b_scratch_ms9,25,999,stage1,6,PermanentCrop,0.6121673003802282
eurosat,swin_b_scratch_ms9,25,999,stage1,7,Residential,0.5214408233276158
eurosat,swin_b_scratch_ms9,25,999,stage1,8,River,0.6180422264875239
eurosat,swin_b_scratch_ms9,25,999,stage1,9,SeaLake,0.9621087314662273
eurosat,swin_b_scratch_ms9,25,999,stage2,0,AnnualCrop,0.7445742904841403
eurosat,swin_b_scratch_ms9,25,999,stage2,1,Forest,0.7925696594427245
eurosat,swin_b_scratch_ms9,25,999,stage2,2,HerbaceousVegetation,0.49572649572649574
eurosat,swin_b_scratch_ms9,25,999,stage2,3,Highway,0.3188405797101449
eurosat,swin_b_scratch_ms9,25,999,stage2,4,Industrial,0.8841698841698842
eurosat,swin_b_scratch_ms9,25,999,stage2,5,Pasture,0.6744186046511628
eurosat,swin_b_scratch_ms9,25,999,stage2,6,PermanentCrop,0.6317757009345795
eurosat,swin_b_scratch_ms9,25,999,stage2,7,Residential,0.6951219512195121
eurosat,swin_b_scratch_ms9,25,999,stage2,8,River,0.8710280373831776
eurosat,swin_b_scratch_ms9,25,999,stage2,9,SeaLake,0.991652754590985
eurosat,resnet50_satlas-ms_ms9,50,42,stage1,0,AnnualCrop,0.8817567567567568
eurosat,resnet50_satlas-ms_ms9,50,42,stage1,1,Forest,0.8976377952755905
eurosat,resnet50_satlas-ms_ms9,50,42,stage1,2,HerbaceousVegetation,0.761384335154827
eurosat,resnet50_satlas-ms_ms9,50,42,stage1,3,Highway,0.639821029082774
eurosat,resnet50_satlas-ms_ms9,50,42,stage1,4,Industrial,0.9069767441860465
eurosat,resnet50_satlas-ms_ms9,50,42,stage1,5,Pasture,0.8292682926829268
eurosat,resnet50_satlas-ms_ms9,50,42,stage1,6,PermanentCrop,0.7313432835820896
eurosat,resnet50_satlas-ms_ms9,50,42,stage1,7,Residential,0.9490968801313628
eurosat,resnet50_satlas-ms_ms9,50,42,stage1,8,River,0.8493150684931506
eurosat,resnet50_satlas-ms_ms9,50,42,stage1,9,SeaLake,0.9915966386554622
eurosat,resnet50_satlas-ms_ms9,50,42,stage2,0,AnnualCrop,0.934453781512605
eurosat,resnet50_satlas-ms_ms9,50,42,stage2,1,Forest,0.971900826446281
eurosat,resnet50_satlas-ms_ms9,50,42,stage2,2,HerbaceousVegetation,0.9050847457627119
eurosat,resnet50_satlas-ms_ms9,50,42,stage2,3,Highway,0.9270216962524654
eurosat,resnet50_satlas-ms_ms9,50,42,stage2,4,Industrial,0.9411764705882353
eurosat,resnet50_satlas-ms_ms9,50,42,stage2,5,Pasture,0.9215189873417722
eurosat,resnet50_satlas-ms_ms9,50,42,stage2,6,PermanentCrop,0.8660194174757282
eurosat,resnet50_satlas-ms_ms9,50,42,stage2,7,Residential,0.9630872483221476
eurosat,resnet50_satlas-ms_ms9,50,42,stage2,8,River,0.9486166007905138
eurosat,resnet50_satlas-ms_ms9,50,42,stage2,9,SeaLake,0.9933110367892977
eurosat,resnet50_satlas-ms_ms9,50,123,stage1,0,AnnualCrop,0.8718801996672213
eurosat,resnet50_satlas-ms_ms9,50,123,stage1,1,Forest,0.9248747913188647
eurosat,resnet50_satlas-ms_ms9,50,123,stage1,2,HerbaceousVegetation,0.7353463587921847
eurosat,resnet50_satlas-ms_ms9,50,123,stage1,3,Highway,0.6169772256728778
eurosat,resnet50_satlas-ms_ms9,50,123,stage1,4,Industrial,0.9021956087824351
eurosat,resnet50_satlas-ms_ms9,50,123,stage1,5,Pasture,0.7811158798283262
eurosat,resnet50_satlas-ms_ms9,50,123,stage1,6,PermanentCrop,0.7440944881889764
eurosat,resnet50_satlas-ms_ms9,50,123,stage1,7,Residential,0.9364548494983278
eurosat,resnet50_satlas-ms_ms9,50,123,stage1,8,River,0.8588957055214724
eurosat,resnet50_satlas-ms_ms9,50,123,stage1,9,SeaLake,0.9864864864864865
eurosat,resnet50_satlas-ms_ms9,50,123,stage2,0,AnnualCrop,0.9409780775716695
eurosat,resnet50_satlas-ms_ms9,50,123,stage2,1,Forest,0.9681742043551089
eurosat,resnet50_satlas-ms_ms9,50,123,stage2,2,HerbaceousVegetation,0.869281045751634
eurosat,resnet50_satlas-ms_ms9,50,123,stage2,3,Highway,0.9175050301810865
eurosat,resnet50_satlas-ms_ms9,50,123,stage2,4,Industrial,0.9354838709677419
eurosat,resnet50_satlas-ms_ms9,50,123,stage2,5,Pasture,0.8758465011286681
eurosat,resnet50_satlas-ms_ms9,50,123,stage2,6,PermanentCrop,0.8357588357588358
eurosat,resnet50_satlas-ms_ms9,50,123,stage2,7,Residential,0.9635761589403974
eurosat,resnet50_satlas-ms_ms9,50,123,stage2,8,River,0.9146341463414634
eurosat,resnet50_satlas-ms_ms9,50,123,stage2,9,SeaLake,0.9743589743589743
eurosat,resnet50_satlas-ms_ms9,50,2024,stage1,0,AnnualCrop,0.8754208754208754
eurosat,resnet50_satlas-ms_ms9,50,2024,stage1,1,Forest,0.9302325581395349
eurosat,resnet50_satlas-ms_ms9,50,2024,stage1,2,HerbaceousVegetation,0.7700348432055749
eurosat,resnet50_satlas-ms_ms9,50,2024,stage1,3,Highway,0.6653386454183267
eurosat,resnet50_satlas-ms_ms9,50,2024,stage1,4,Industrial,0.924643584521385
eurosat,resnet50_satlas-ms_ms9,50,2024,stage1,5,Pasture,0.8304668304668305
eurosat,resnet50_satlas-ms_ms9,50,2024,stage1,6,PermanentCrop,0.77882797731569
eurosat,resnet50_satlas-ms_ms9,50,2024,stage1,7,Residential,0.93354943273906
eurosat,resnet50_satlas-ms_ms9,50,2024,stage1,8,River,0.8647540983606558
eurosat,resnet50_satlas-ms_ms9,50,2024,stage1,9,SeaLake,0.9932885906040269
eurosat,resnet50_satlas-ms_ms9,50,2024,stage2,0,AnnualCrop,0.9253731343283582
eurosat,resnet50_satlas-ms_ms9,50,2024,stage2,1,Forest,0.9520661157024793
eurosat,resnet50_satlas-ms_ms9,50,2024,stage2,2,HerbaceousVegetation,0.8866328257191202
eurosat,resnet50_satlas-ms_ms9,50,2024,stage2,3,Highway,0.9025844930417495
eurosat,resnet50_satlas-ms_ms9,50,2024,stage2,4,Industrial,0.930327868852459
eurosat,resnet50_satlas-ms_ms9,50,2024,stage2,5,Pasture,0.9141414141414141
eurosat,resnet50_satlas-ms_ms9,50,2024,stage2,6,PermanentCrop,0.8928571428571429
eurosat,resnet50_satlas-ms_ms9,50,2024,stage2,7,Residential,0.9611650485436893
eurosat,resnet50_satlas-ms_ms9,50,2024,stage2,8,River,0.9352226720647774
eurosat,resnet50_satlas-ms_ms9,50,2024,stage2,9,SeaLake,0.9933110367892977
eurosat,resnet50_satlas-ms_ms9,50,7,stage1,0,AnnualCrop,0.8756567425569177
eurosat,resnet50_satlas-ms_ms9,50,7,stage1,1,Forest,0.9159519725557461
eurosat,resnet50_satlas-ms_ms9,50,7,stage1,2,HerbaceousVegetation,0.6932409012131716
eurosat,resnet50_satlas-ms_ms9,50,7,stage1,3,Highway,0.6439232409381663
eurosat,resnet50_satlas-ms_ms9,50,7,stage1,4,Industrial,0.9215686274509803
eurosat,resnet50_satlas-ms_ms9,50,7,stage1,5,Pasture,0.8043956043956044
eurosat,resnet50_satlas-ms_ms9,50,7,stage1,6,PermanentCrop,0.7666666666666667
eurosat,resnet50_satlas-ms_ms9,50,7,stage1,7,Residential,0.9358974358974359
eurosat,resnet50_satlas-ms_ms9,50,7,stage1,8,River,0.8016701461377871
eurosat,resnet50_satlas-ms_ms9,50,7,stage1,9,SeaLake,0.9864864864864865
eurosat,resnet50_satlas-ms_ms9,50,7,stage2,0,AnnualCrop,0.9464594127806563
eurosat,resnet50_satlas-ms_ms9,50,7,stage2,1,Forest,0.97
eurosat,resnet50_satlas-ms_ms9,50,7,stage2,2,HerbaceousVegetation,0.884375
eurosat,resnet50_satlas-ms_ms9,50,7,stage2,3,Highway,0.9004149377593361
eurosat,resnet50_satlas-ms_ms9,50,7,stage2,4,Industrial,0.9423459244532804
eurosat,resnet50_satlas-ms_ms9,50,7,stage2,5,Pasture,0.910941475826972
eurosat,resnet50_satlas-ms_ms9,50,7,stage2,6,PermanentCrop,0.8821138211382114
eurosat,resnet50_satlas-ms_ms9,50,7,stage2,7,Residential,0.9801324503311258
eurosat,resnet50_satlas-ms_ms9,50,7,stage2,8,River,0.8931297709923665
eurosat,resnet50_satlas-ms_ms9,50,7,stage2,9,SeaLake,0.9639794168096055
eurosat,resnet50_satlas-ms_ms9,50,999,stage1,0,AnnualCrop,0.8710801393728222
eurosat,resnet50_satlas-ms_ms9,50,999,stage1,1,Forest,0.9161073825503355
eurosat,resnet50_satlas-ms_ms9,50,999,stage1,2,HerbaceousVegetation,0.7620689655172413
eurosat,resnet50_satlas-ms_ms9,50,999,stage1,3,Highway,0.6423076923076924
eurosat,resnet50_satlas-ms_ms9,50,999,stage1,4,Industrial,0.9037656903765691
eurosat,resnet50_satlas-ms_ms9,50,999,stage1,5,Pasture,0.8284313725490197
eurosat,resnet50_satlas-ms_ms9,50,999,stage1,6,PermanentCrop,0.7312614259597806
eurosat,resnet50_satlas-ms_ms9,50,999,stage1,7,Residential,0.9361702127659575
eurosat,resnet50_satlas-ms_ms9,50,999,stage1,8,River,0.8594704684317719
eurosat,resnet50_satlas-ms_ms9,50,999,stage1,9,SeaLake,0.9915966386554622
eurosat,resnet50_satlas-ms_ms9,50,999,stage2,0,AnnualCrop,0.9477234401349073
eurosat,resnet50_satlas-ms_ms9,50,999,stage2,1,Forest,0.9767441860465116
eurosat,resnet50_satlas-ms_ms9,50,999,stage2,2,HerbaceousVegetation,0.8848684210526315
eurosat,resnet50_satlas-ms_ms9,50,999,stage2,3,Highway,0.9132231404958677
eurosat,resnet50_satlas-ms_ms9,50,999,stage2,4,Industrial,0.9535353535353536
eurosat,resnet50_satlas-ms_ms9,50,999,stage2,5,Pasture,0.9077669902912622
eurosat,resnet50_satlas-ms_ms9,50,999,stage2,6,PermanentCrop,0.87374749498998
eurosat,resnet50_satlas-ms_ms9,50,999,stage2,7,Residential,0.9786535303776683
eurosat,resnet50_satlas-ms_ms9,50,999,stage2,8,River,0.9343936381709742
eurosat,resnet50_satlas-ms_ms9,50,999,stage2,9,SeaLake,0.9915966386554622
eurosat,swin_b_satlas-ms_ms9,50,42,stage1,0,AnnualCrop,0.9266666666666666
eurosat,swin_b_satlas-ms_ms9,50,42,stage1,1,Forest,0.9415584415584416
eurosat,swin_b_satlas-ms_ms9,50,42,stage1,2,HerbaceousVegetation,0.8621291448516579
eurosat,swin_b_satlas-ms_ms9,50,42,stage1,3,Highway,0.8583877995642701
eurosat,swin_b_satlas-ms_ms9,50,42,stage1,4,Industrial,0.9551656920077972
eurosat,swin_b_satlas-ms_ms9,50,42,stage1,5,Pasture,0.8287841191066998
eurosat,swin_b_satlas-ms_ms9,50,42,stage1,6,PermanentCrop,0.8260038240917782
eurosat,swin_b_satlas-ms_ms9,50,42,stage1,7,Residential,0.9719934102141681
eurosat,swin_b_satlas-ms_ms9,50,42,stage1,8,River,0.9469548133595285
eurosat,swin_b_satlas-ms_ms9,50,42,stage1,9,SeaLake,0.9949748743718593
eurosat,swin_b_satlas-ms_ms9,50,42,stage2,0,AnnualCrop,0.9585406301824212
eurosat,swin_b_satlas-ms_ms9,50,42,stage2,1,Forest,0.9771241830065359
eurosat,swin_b_satlas-ms_ms9,50,42,stage2,2,HerbaceousVegetation,0.9310924369747899
eurosat,swin_b_satlas-ms_ms9,50,42,stage2,3,Highway,0.9527720739219713
eurosat,swin_b_satlas-ms_ms9,50,42,stage2,4,Industrial,0.9817444219066938
eurosat,swin_b_satlas-ms_ms9,50,42,stage2,5,Pasture,0.9333333333333333
eurosat,swin_b_satlas-ms_ms9,50,42,stage2,6,PermanentCrop,0.9145129224652088
eurosat,swin_b_satlas-ms_ms9,50,42,stage2,7,Residential,0.9723577235772358
eurosat,swin_b_satlas-ms_ms9,50,42,stage2,8,River,0.9800796812749004
eurosat,swin_b_satlas-ms_ms9,50,42,stage2,9,SeaLake,1.0
eurosat,swin_b_satlas-ms_ms9,50,123,stage1,0,AnnualCrop,0.9413735343383585
eurosat,swin_b_satlas-ms_ms9,50,123,stage1,1,Forest,0.9385113268608414
eurosat,swin_b_satlas-ms_ms9,50,123,stage1,2,HerbaceousVegetation,0.8476357267950964
eurosat,swin_b_satlas-ms_ms9,50,123,stage1,3,Highway,0.8972746331236897
eurosat,swin_b_satlas-ms_ms9,50,123,stage1,4,Industrial,0.9604743083003953
eurosat,swin_b_satlas-ms_ms9,50,123,stage1,5,Pasture,0.8529411764705882
eurosat,swin_b_satlas-ms_ms9,50,123,stage1,6,PermanentCrop,0.8255813953488372
eurosat,swin_b_satlas-ms_ms9,50,123,stage1,7,Residential,0.9750415973377704
eurosat,swin_b_satlas-ms_ms9,50,123,stage1,8,River,0.9372549019607843
eurosat,swin_b_satlas-ms_ms9,50,123,stage1,9,SeaLake,0.9899328859060402
eurosat,swin_b_satlas-ms_ms9,50,123,stage2,0,AnnualCrop,0.9696969696969697
eurosat,swin_b_satlas-ms_ms9,50,123,stage2,1,Forest,0.9819376026272578
eurosat,swin_b_satlas-ms_ms9,50,123,stage2,2,HerbaceousVegetation,0.9344262295081968
eurosat,swin_b_satlas-ms_ms9,50,123,stage2,3,Highway,0.9386892177589852
eurosat,swin_b_satlas-ms_ms9,50,123,stage2,4,Industrial,0.9784735812133072
eurosat,swin_b_satlas-ms_ms9,50,123,stage2,5,Pasture,0.9336609336609336
eurosat,swin_b_satlas-ms_ms9,50,123,stage2,6,PermanentCrop,0.9253112033195021
eurosat,swin_b_satlas-ms_ms9,50,123,stage2,7,Residential,0.979933110367893
eurosat,swin_b_satlas-ms_ms9,50,123,stage2,8,River,0.9556840077071291
eurosat,swin_b_satlas-ms_ms9,50,123,stage2,9,SeaLake,0.9949748743718593
eurosat,swin_b_satlas-ms_ms9,50,2024,stage1,0,AnnualCrop,0.9355932203389831
eurosat,swin_b_satlas-ms_ms9,50,2024,stage1,1,Forest,0.954248366013072
eurosat,swin_b_satlas-ms_ms9,50,2024,stage1,2,HerbaceousVegetation,0.8085867620751341
eurosat,swin_b_satlas-ms_ms9,50,2024,stage1,3,Highway,0.8793774319066148
eurosat,swin_b_satlas-ms_ms9,50,2024,stage1,4,Industrial,0.9390243902439024
eurosat,swin_b_satlas-ms_ms9,50,2024,stage1,5,Pasture,0.8405797101449275
eurosat,swin_b_satlas-ms_ms9,50,2024,stage1,6,PermanentCrop,0.819047619047619
eurosat,swin_b_satlas-ms_ms9,50,2024,stage1,7,Residential,0.9679595278246206
eurosat,swin_b_satlas-ms_ms9,50,2024,stage1,8,River,0.948
eurosat,swin_b_satlas-ms_ms9,50,2024,stage1,9,SeaLake,0.9983361064891847
eurosat,swin_b_satlas-ms_ms9,50,2024,stage2,0,AnnualCrop,0.9747048903878583
eurosat,swin_b_satlas-ms_ms9,50,2024,stage2,1,Forest,0.9833333333333333
eurosat,swin_b_satlas-ms_ms9,50,2024,stage2,2,HerbaceousVegetation,0.916083916083916
eurosat,swin_b_satlas-ms_ms9,50,2024,stage2,3,Highway,0.9450980392156862
eurosat,swin_b_satlas-ms_ms9,50,2024,stage2,4,Industrial,0.9776876267748479
eurosat,swin_b_satlas-ms_ms9,50,2024,stage2,5,Pasture,0.927536231884058
eurosat,swin_b_satlas-ms_ms9,50,2024,stage2,6,PermanentCrop,0.9354207436399217
eurosat,swin_b_satlas-ms_ms9,50,2024,stage2,7,Residential,0.9899665551839465
eurosat,swin_b_satlas-ms_ms9,50,2024,stage2,8,River,0.9686274509803922
eurosat,swin_b_satlas-ms_ms9,50,2024,stage2,9,SeaLake,0.998330550918197
eurosat,swin_b_satlas-ms_ms9,50,7,stage1,0,AnnualCrop,0.9385665529010239
eurosat,swin_b_satlas-ms_ms9,50,7,stage1,1,Forest,0.9216
eurosat,swin_b_satlas-ms_ms9,50,7,stage1,2,HerbaceousVegetation,0.8500881834215167
eurosat,swin_b_satlas-ms_ms9,50,7,stage1,3,Highway,0.8958333333333334
eurosat,swin_b_satlas-ms_ms9,50,7,stage1,4,Industrial,0.9536679536679536
eurosat,swin_b_satlas-ms_ms9,50,7,stage1,5,Pasture,0.8337349397590361
eurosat,swin_b_satlas-ms_ms9,50,7,stage1,6,PermanentCrop,0.848
eurosat,swin_b_satlas-ms_ms9,50,7,stage1,7,Residential,0.9682804674457429
eurosat,swin_b_satlas-ms_ms9,50,7,stage1,8,River,0.9455252918287937
eurosat,swin_b_satlas-ms_ms9,50,7,stage1,9,SeaLake,0.9899328859060402
eurosat,swin_b_satlas-ms_ms9,50,7,stage2,0,AnnualCrop,0.9661016949152542
eurosat,swin_b_satlas-ms_ms9,50,7,stage2,1,Forest,0.9786535303776683
eurosat,swin_b_satlas-ms_ms9,50,7,stage2,2,HerbaceousVegetation,0.906896551724138
eurosat,swin_b_satlas-ms_ms9,50,7,stage2,3,Highway,0.9701789264413518
eurosat,swin_b_satlas-ms_ms9,50,7,stage2,4,Industrial,0.9880952380952381
eurosat,swin_b_satlas-ms_ms9,50,7,stage2,5,Pasture,0.9186602870813397
eurosat,swin_b_satlas-ms_ms9,50,7,stage2,6,PermanentCrop,0.9301397205588823
eurosat,swin_b_satlas-ms_ms9,50,7,stage2,7,Residential,0.988313856427379
eurosat,swin_b_satlas-ms_ms9,50,7,stage2,8,River,0.9660678642714571
eurosat,swin_b_satlas-ms_ms9,50,7,stage2,9,SeaLake,0.9882352941176471
eurosat,swin_b_satlas-ms_ms9,50,999,stage1,0,AnnualCrop,0.939799331103679
eurosat,swin_b_satlas-ms_ms9,50,999,stage1,1,Forest,0.9307568438003221
eurosat,swin_b_satlas-ms_ms9,50,999,stage1,2,HerbaceousVegetation,0.8491228070175438
eurosat,swin_b_satlas-ms_ms9,50,999,stage1,3,Highway,0.8677685950413223
eurosat,swin_b_satlas-ms_ms9,50,999,stage1,4,Industrial,0.9430255402750491
eurosat,swin_b_satlas-ms_ms9,50,999,stage1,5,Pasture,0.8304668304668305
eurosat,swin_b_satlas-ms_ms9,50,999,stage1,6,PermanentCrop,0.8323471400394478
eurosat,swin_b_satlas-ms_ms9,50,999,stage1,7,Residential,0.9682804674457429
eurosat,swin_b_satlas-ms_ms9,50,999,stage1,8,River,0.9486166007905138
eurosat,swin_b_satlas-ms_ms9,50,999,stage1,9,SeaLake,0.994991652754591
eurosat,swin_b_satlas-ms_ms9,50,999,stage2,0,AnnualCrop,0.9578414839797639
eurosat,swin_b_satlas-ms_ms9,50,999,stage2,1,Forest,0.9693053311793215
eurosat,swin_b_satlas-ms_ms9,50,999,stage2,2,HerbaceousVegetation,0.9303904923599321
eurosat,swin_b_satlas-ms_ms9,50,999,stage2,3,Highway,0.9549180327868853
eurosat,swin_b_satlas-ms_ms9,50,999,stage2,4,Industrial,0.9859719438877755
eurosat,swin_b_satlas-ms_ms9,50,999,stage2,5,Pasture,0.9291338582677166
eurosat,swin_b_satlas-ms_ms9,50,999,stage2,6,PermanentCrop,0.905587668593449
eurosat,swin_b_satlas-ms_ms9,50,999,stage2,7,Residential,0.9850746268656716
eurosat,swin_b_satlas-ms_ms9,50,999,stage2,8,River,0.9566929133858267
eurosat,swin_b_satlas-ms_ms9,50,999,stage2,9,SeaLake,0.9983361064891847
eurosat,resnet50_imagenet_rgb3,50,42,stage1,0,AnnualCrop,0.9517470881863561
eurosat,resnet50_imagenet_rgb3,50,42,stage1,1,Forest,0.9446254071661238
eurosat,resnet50_imagenet_rgb3,50,42,stage1,2,HerbaceousVegetation,0.9141914191419142
eurosat,resnet50_imagenet_rgb3,50,42,stage1,3,Highway,0.865424430641822
eurosat,resnet50_imagenet_rgb3,50,42,stage1,4,Industrial,0.9407114624505929
eurosat,resnet50_imagenet_rgb3,50,42,stage1,5,Pasture,0.9095238095238095
eurosat,resnet50_imagenet_rgb3,50,42,stage1,6,PermanentCrop,0.8937007874015748
eurosat,resnet50_imagenet_rgb3,50,42,stage1,7,Residential,0.9701986754966887
eurosat,resnet50_imagenet_rgb3,50,42,stage1,8,River,0.8565400843881856
eurosat,resnet50_imagenet_rgb3,50,42,stage1,9,SeaLake,0.958904109589041
eurosat,resnet50_imagenet_rgb3,50,42,stage2,0,AnnualCrop,0.9382303839732888
eurosat,resnet50_imagenet_rgb3,50,42,stage2,1,Forest,0.9735099337748344
eurosat,resnet50_imagenet_rgb3,50,42,stage2,2,HerbaceousVegetation,0.9223140495867769
eurosat,resnet50_imagenet_rgb3,50,42,stage2,3,Highway,0.8396624472573839
eurosat,resnet50_imagenet_rgb3,50,42,stage2,4,Industrial,0.9475728155339805
eurosat,resnet50_imagenet_rgb3,50,42,stage2,5,Pasture,0.9223300970873787
eurosat,resnet50_imagenet_rgb3,50,42,stage2,6,PermanentCrop,0.8924302788844621
eurosat,resnet50_imagenet_rgb3,50,42,stage2,7,Residential,0.9751243781094527
eurosat,resnet50_imagenet_rgb3,50,42,stage2,8,River,0.8834355828220859
eurosat,resnet50_imagenet_rgb3,50,42,stage2,9,SeaLake,0.9916247906197655
eurosat,resnet50_imagenet_rgb3,50,123,stage1,0,AnnualCrop,0.959866220735786
eurosat,resnet50_imagenet_rgb3,50,123,stage1,1,Forest,0.9690048939641109
eurosat,resnet50_imagenet_rgb3,50,123,stage1,2,HerbaceousVegetation,0.9169435215946844
eurosat,resnet50_imagenet_rgb3,50,123,stage1,3,Highway,0.8548387096774194
eurosat,resnet50_imagenet_rgb3,50,123,stage1,4,Industrial,0.9357429718875502
eurosat,resnet50_imagenet_rgb3,50,123,stage1,5,Pasture,0.8947368421052632
eurosat,resnet50_imagenet_rgb3,50,123,stage1,6,PermanentCrop,0.8937875751503006
eurosat,resnet50_imagenet_rgb3,50,123,stage1,7,Residential,0.9605263157894737
eurosat,resnet50_imagenet_rgb3,50,123,stage1,8,River,0.8571428571428571
eurosat,resnet50_imagenet_rgb3,50,123,stage1,9,SeaLake,0.9515570934256056
eurosat,resnet50_imagenet_rgb3,50,123,stage2,0,AnnualCrop,0.9273927392739274
eurosat,resnet50_imagenet_rgb3,50,123,stage2,1,Forest,0.9753694581280788
eurosat,resnet50_imagenet_rgb3,50,123,stage2,2,HerbaceousVegetation,0.898989898989899
eurosat,resnet50_imagenet_rgb3,50,123,stage2,3,Highway,0.7957446808510639
eurosat,resnet50_imagenet_rgb3,50,123,stage2,4,Industrial,0.9328214971209213
eurosat,resnet50_imagenet_rgb3,50,123,stage2,5,Pasture,0.8689655172413793
eurosat,resnet50_imagenet_rgb3,50,123,stage2,6,PermanentCrop,0.8801742919389978
eurosat,resnet50_imagenet_rgb3,50,123,stage2,7,Residential,0.9534510433386838
eurosat,resnet50_imagenet_rgb3,50,123,stage2,8,River,0.8353909465020576
eurosat,resnet50_imagenet_rgb3,50,123,stage2,9,SeaLake,0.9849246231155779
eurosat,resnet50_imagenet_rgb3,50,2024,stage1,0,AnnualCrop,0.9489795918367347
eurosat,resnet50_imagenet_rgb3,50,2024,stage1,1,Forest,0.9649415692821369
eurosat,resnet50_imagenet_rgb3,50,2024,stage1,2,HerbaceousVegetation,0.9060402684563759
eurosat,resnet50_imagenet_rgb3,50,2024,stage1,3,Highway,0.836852207293666
eurosat,resnet50_imagenet_rgb3,50,2024,stage1,4,Industrial,0.94140625
eurosat,resnet50_imagenet_rgb3,50,2024,stage1,5,Pasture,0.8997555012224939
eurosat,resnet50_imagenet_rgb3,50,2024,stage1,6,PermanentCrop,0.9045801526717557
eurosat,resnet50_imagenet_rgb3,50,2024,stage1,7,Residential,0.9512605042016806
eurosat,resnet50_imagenet_rgb3,50,2024,stage1,8,River,0.8140043763676149
eurosat,resnet50_imagenet_rgb3,50,2024,stage1,9,SeaLake,0.9482470784641068
eurosat,resnet50_imagenet_rgb3,50,2024,stage2,0,AnnualCrop,0.9315525876460768
eurosat,resnet50_imagenet_rgb3,50,2024,stage2,1,Forest,0.9533011272141707
eurosat,resnet50_imagenet_rgb3,50,2024,stage2,2,HerbaceousVegetation,0.9072512647554806
eurosat,resnet50_imagenet_rgb3,50,2024,stage2,3,Highway,0.8301075268817204
eurosat,resnet50_imagenet_rgb3,50,2024,stage2,4,Industrial,0.9389312977099237
eurosat,resnet50_imagenet_rgb3,50,2024,stage2,5,Pasture,0.896551724137931
eurosat,resnet50_imagenet_rgb3,50,2024,stage2,6,PermanentCrop,0.9087301587301587
eurosat,resnet50_imagenet_rgb3,50,2024,stage2,7,Residential,0.9621087314662273
eurosat,resnet50_imagenet_rgb3,50,2024,stage2,8,River,0.814663951120163
eurosat,resnet50_imagenet_rgb3,50,2024,stage2,9,SeaLake,0.9830508474576272
eurosat,resnet50_imagenet_rgb3,50,7,stage1,0,AnnualCrop,0.9531772575250836
eurosat,resnet50_imagenet_rgb3,50,7,stage1,1,Forest,0.9632107023411371
eurosat,resnet50_imagenet_rgb3,50,7,stage1,2,HerbaceousVegetation,0.9134615384615384
