dataset,config_id,k_shot,seed,stage,class_index,class_name,f1
resisc45,resnet50_scratch_rgb3,10,123,stage1,14,freeway,0.0
resisc45,resnet50_scratch_rgb3,10,123,stage1,15,golf_course,0.0
resisc45,resnet50_scratch_rgb3,10,123,stage1,16,ground_track_field,0.0
resisc45,resnet50_scratch_rgb3,10,123,stage1,17,harbor,0.0
resisc45,resnet50_scratch_rgb3,10,123,stage1,18,industrial_area,0.0
resisc45,resnet50_scratch_rgb3,10,123,stage1,19,intersection,0.0
resisc45,resnet50_scratch_rgb3,10,123,stage1,20,island,0.0
resisc45,resnet50_scratch_rgb3,10,123,stage1,21,lake,0.0
resisc45,resnet50_scratch_rgb3,10,123,stage1,22,meadow,0.0
resisc45,resnet50_scratch_rgb3,10,123,stage1,23,medium_residential,0.0
resisc45,resnet50_scratch_rgb3,10,123,stage1,24,mobile_home_park,0.0
resisc45,resnet50_scratch_rgb3,10,123,stage1,25,mountain,0.0
resisc45,resnet50_scratch_rgb3,10,123,stage1,26,overpass,0.0
resisc45,resnet50_scratch_rgb3,10,123,stage1,27,palace,0.0
resisc45,resnet50_scratch_rgb3,10,123,stage1,28,parking_lot,0.0
resisc45,resnet50_scratch_rgb3,10,123,stage1,29,railway,0.0
resisc45,resnet50_scratch_rgb3,10,123,stage1,30,railway_station,0.0
resisc45,resnet50_scratch_rgb3,10,123,stage1,31,rectangular_farmland,0.0
resisc45,resnet50_scratch_rgb3,10,123,stage1,32,river,0.0
resisc45,resnet50_scratch_rgb3,10,123,stage1,33,roundabout,0.0
resisc45,resnet50_scratch_rgb3,10,123,stage1,34,runway,0.0
resisc45,resnet50_scratch_rgb3,10,123,stage1,35,sea_ice,0.0
resisc45,resnet50_scratch_rgb3,10,123,stage1,36,ship,0.0
resisc45,resnet50_scratch_rgb3,10,123,stage1,37,snowberg,0.0
resisc45,resnet50_scratch_rgb3,10,123,stage1,38,sparse_residential,0.0
resisc45,resnet50_scratch_rgb3,10,123,stage1,39,stadium,0.0
resisc45,resnet50_scratch_rgb3,10,123,stage1,40,storage_tank,0.0
resisc45,resnet50_scratch_rgb3,10,123,stage1,41,tennis_court,0.0
resisc45,resnet50_scratch_rgb3,10,123,stage1,42,terrace,0.0
resisc45,resnet50_scratch_rgb3,10,123,stage1,43,thermal_power_station,0.0
resisc45,resnet50_scratch_rgb3,10,123,stage1,44,wetland,0.0
resisc45,resnet50_scratch_rgb3,10,123,stage2,0,airplane,0.3695652173913043
resisc45,resnet50_scratch_rgb3,10,123,stage2,1,airport,0.10695187165775401
resisc45,resnet50_scratch_rgb3,10,123,stage2,2,baseball_diamond,0.12745098039215685
resisc45,resnet50_scratch_rgb3,10,123,stage2,3,basketball_court,0.07692307692307693
resisc45,resnet50_scratch_rgb3,10,123,stage2,4,beach,0.1696969696969697
resisc45,resnet50_scratch_rgb3,10,123,stage2,5,bridge,0.3193916349809886
resisc45,resnet50_scratch_rgb3,10,123,stage2,6,chaparral,0.42911877394636017
resisc45,resnet50_scratch_rgb3,10,123,stage2,7,church,0.019230769230769232
resisc45,resnet50_scratch_rgb3,10,123,stage2,8,circular_farmland,0.3277591973244147
resisc45,resnet50_scratch_rgb3,10,123,stage2,9,cloud,0.3592233009708738
resisc45,resnet50_scratch_rgb3,10,123,stage2,10,commercial_area,0.08917197452229299
resisc45,resnet50_scratch_rgb3,10,123,stage2,11,dense_residential,0.24372759856630824
resisc45,resnet50_scratch_rgb3,10,123,stage2,12,desert,0.6902654867256637
resisc45,resnet50_scratch_rgb3,10,123,stage2,13,forest,0.4066390041493776
resisc45,resnet50_scratch_rgb3,10,123,stage2,14,freeway,0.072992700729927
resisc45,resnet50_scratch_rgb3,10,123,stage2,15,golf_course,0.24107142857142858
resisc45,resnet50_scratch_rgb3,10,123,stage2,16,ground_track_field,0.1016949152542373
resisc45,resnet50_scratch_rgb3,10,123,stage2,17,harbor,0.16666666666666666
resisc45,resnet50_scratch_rgb3,10,123,stage2,18,industrial_area,0.18565400843881857
resisc45,resnet50_scratch_rgb3,10,123,stage2,19,intersection,0.0392156862745098
resisc45,resnet50_scratch_rgb3,10,123,stage2,20,island,0.5611510791366906
resisc45,resnet50_scratch_rgb3,10,123,stage2,21,lake,0.21686746987951808
resisc45,resnet50_scratch_rgb3,10,123,stage2,22,meadow,0.5970149253731343
resisc45,resnet50_scratch_rgb3,10,123,stage2,23,medium_residential,0.06349206349206349
resisc45,resnet50_scratch_rgb3,10,123,stage2,24,mobile_home_park,0.15463917525773196
resisc45,resnet50_scratch_rgb3,10,123,stage2,25,mountain,0.16611295681063123
resisc45,resnet50_scratch_rgb3,10,123,stage2,26,overpass,0.013793103448275862
resisc45,resnet50_scratch_rgb3,10,123,stage2,27,palace,0.03225806451612903
resisc45,resnet50_scratch_rgb3,10,123,stage2,28,parking_lot,0.2922374429223744
resisc45,resnet50_scratch_rgb3,10,123,stage2,29,railway,0.13186813186813187
resisc45,resnet50_scratch_rgb3,10,123,stage2,30,railway_station,0.15023474178403756
resisc45,resnet50_scratch_rgb3,10,123,stage2,31,rectangular_farmland,0.16042780748663102
resisc45,resnet50_scratch_rgb3,10,123,stage2,32,river,0.25396825396825395
resisc45,resnet50_scratch_rgb3,10,123,stage2,33,roundabout,0.07048458149779736
resisc45,resnet50_scratch_rgb3,10,123,stage2,34,runway,0.2831050228310502
resisc45,resnet50_scratch_rgb3,10,123,stage2,35,sea_ice,0.4541832669322709
resisc45,resnet50_scratch_rgb3,10,123,stage2,36,ship,0.23404255319148937
resisc45,resnet50_scratch_rgb3,10,123,stage2,37,snowberg,0.5075757575757576
resisc45,resnet50_scratch_rgb3,10,123,stage2,38,sparse_residential,0.19428571428571428
resisc45,resnet50_scratch_rgb3,10,123,stage2,39,stadium,0.05172413793103448
resisc45,resnet50_scratch_rgb3,10,123,stage2,40,storage_tank,0.1568627450980392
resisc45,resnet50_scratch_rgb3,10,123,stage2,41,tennis_court,0.03636363636363636
resisc45,resnet50_scratch_rgb3,10,123,stage2,42,terrace,0.10471204188481675
resisc45,resnet50_scratch_rgb3,10,123,stage2,43,thermal_power_station,0.11392405063291139
resisc45,resnet50_scratch_rgb3,10,123,stage2,44,wetland,0.1506849315068493
resisc45,resnet50_scratch_rgb3,10,2024,stage1,0,airplane,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,1,airport,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,2,baseball_diamond,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,3,basketball_court,0.04226496884313194
resisc45,resnet50_scratch_rgb3,10,2024,stage1,4,beach,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,5,bridge,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,6,chaparral,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,7,church,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,8,circular_farmland,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,9,cloud,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,10,commercial_area,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,11,dense_residential,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,12,desert,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,13,forest,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,14,freeway,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,15,golf_course,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,16,ground_track_field,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,17,harbor,0.03361344537815126
resisc45,resnet50_scratch_rgb3,10,2024,stage1,18,industrial_area,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,19,intersection,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,20,island,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,21,lake,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,22,meadow,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,23,medium_residential,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,24,mobile_home_park,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,25,mountain,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,26,overpass,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,27,palace,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,28,parking_lot,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,29,railway,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,30,railway_station,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,31,rectangular_farmland,0.05241935483870968
resisc45,resnet50_scratch_rgb3,10,2024,stage1,32,river,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,33,roundabout,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,34,runway,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,35,sea_ice,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,36,ship,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,37,snowberg,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,38,sparse_residential,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,39,stadium,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,40,storage_tank,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,41,tennis_court,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,42,terrace,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,43,thermal_power_station,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage1,44,wetland,0.0
resisc45,resnet50_scratch_rgb3,10,2024,stage2,0,airplane,0.4
resisc45,resnet50_scratch_rgb3,10,2024,stage2,1,airport,0.13178294573643412
resisc45,resnet50_scratch_rgb3,10,2024,stage2,2,baseball_diamond,0.24
resisc45,resnet50_scratch_rgb3,10,2024,stage2,3,basketball_court,0.030612244897959183
resisc45,resnet50_scratch_rgb3,10,2024,stage2,4,beach,0.2824427480916031
resisc45,resnet50_scratch_rgb3,10,2024,stage2,5,bridge,0.21333333333333335
resisc45,resnet50_scratch_rgb3,10,2024,stage2,6,chaparral,0.311787072243346
resisc45,resnet50_scratch_rgb3,10,2024,stage2,7,church,0.04054054054054054
resisc45,resnet50_scratch_rgb3,10,2024,stage2,8,circular_farmland,0.17647058823529413
resisc45,resnet50_scratch_rgb3,10,2024,stage2,9,cloud,0.314410480349345
resisc45,resnet50_scratch_rgb3,10,2024,stage2,10,commercial_area,0.061855670103092786
resisc45,resnet50_scratch_rgb3,10,2024,stage2,11,dense_residential,0.20080321285140562
resisc45,resnet50_scratch_rgb3,10,2024,stage2,12,desert,0.5195729537366548
resisc45,resnet50_scratch_rgb3,10,2024,stage2,13,forest,0.472
resisc45,resnet50_scratch_rgb3,10,2024,stage2,14,freeway,0.08860759493670886
resisc45,resnet50_scratch_rgb3,10,2024,stage2,15,golf_course,0.205607476635514
resisc45,resnet50_scratch_rgb3,10,2024,stage2,16,ground_track_field,0.15463917525773196
resisc45,resnet50_scratch_rgb3,10,2024,stage2,17,harbor,0.3374485596707819
resisc45,resnet50_scratch_rgb3,10,2024,stage2,18,industrial_area,0.2047244094488189
resisc45,resnet50_scratch_rgb3,10,2024,stage2,19,intersection,0.09954751131221719
resisc45,resnet50_scratch_rgb3,10,2024,stage2,20,island,0.5698324022346368
resisc45,resnet50_scratch_rgb3,10,2024,stage2,21,lake,0.08064516129032258
resisc45,resnet50_scratch_rgb3,10,2024,stage2,22,meadow,0.5928338762214984
resisc45,resnet50_scratch_rgb3,10,2024,stage2,23,medium_residential,0.11764705882352941
resisc45,resnet50_scratch_rgb3,10,2024,stage2,24,mobile_home_park,0.1610738255033557
resisc45,resnet50_scratch_rgb3,10,2024,stage2,25,mountain,0.11659192825112108
resisc45,resnet50_scratch_rgb3,10,2024,stage2,26,overpass,0.0947867298578199
resisc45,resnet50_scratch_rgb3,10,2024,stage2,27,palace,0.024691358024691357
resisc45,resnet50_scratch_rgb3,10,2024,stage2,28,parking_lot,0.1
resisc45,resnet50_scratch_rgb3,10,2024,stage2,29,railway,0.1568627450980392
resisc45,resnet50_scratch_rgb3,10,2024,stage2,30,railway_station,0.12987012987012986
resisc45,resnet50_scratch_rgb3,10,2024,stage2,31,rectangular_farmland,0.13333333333333333
resisc45,resnet50_scratch_rgb3,10,2024,stage2,32,river,0.05263157894736842
resisc45,resnet50_scratch_rgb3,10,2024,stage2,33,roundabout,0.014925373134328358
resisc45,resnet50_scratch_rgb3,10,2024,stage2,34,runway,0.17647058823529413
resisc45,resnet50_scratch_rgb3,10,2024,stage2,35,sea_ice,0.3882783882783883
resisc45,resnet50_scratch_rgb3,10,2024,stage2,36,ship,0.3125
resisc45,resnet50_scratch_rgb3,10,2024,stage2,37,snowberg,0.3674911660777385
resisc45,resnet50_scratch_rgb3,10,2024,stage2,38,sparse_residential,0.19791666666666666
resisc45,resnet50_scratch_rgb3,10,2024,stage2,39,stadium,0.022598870056497175
resisc45,resnet50_scratch_rgb3,10,2024,stage2,40,storage_tank,0.18181818181818182
resisc45,resnet50_scratch_rgb3,10,2024,stage2,41,tennis_court,0.06060606060606061
resisc45,resnet50_scratch_rgb3,10,2024,stage2,42,terrace,0.13
resisc45,resnet50_scratch_rgb3,10,2024,stage2,43,thermal_power_station,0.1469387755102041
resisc45,resnet50_scratch_rgb3,10,2024,stage2,44,wetland,0.19246861924686193
resisc45,resnet50_scratch_rgb3,10,7,stage1,0,airplane,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,1,airport,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,2,baseball_diamond,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,3,basketball_court,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,4,beach,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,5,bridge,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,6,chaparral,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,7,church,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,8,circular_farmland,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,9,cloud,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,10,commercial_area,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,11,dense_residential,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,12,desert,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,13,forest,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,14,freeway,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,15,golf_course,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,16,ground_track_field,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,17,harbor,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,18,industrial_area,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,19,intersection,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,20,island,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,21,lake,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,22,meadow,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,23,medium_residential,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,24,mobile_home_park,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,25,mountain,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,26,overpass,0.04833141542002301
resisc45,resnet50_scratch_rgb3,10,7,stage1,27,palace,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,28,parking_lot,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,29,railway,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,30,railway_station,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,31,rectangular_farmland,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,32,river,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,33,roundabout,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,34,runway,0.13660245183887915
resisc45,resnet50_scratch_rgb3,10,7,stage1,35,sea_ice,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,36,ship,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,37,snowberg,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,38,sparse_residential,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,39,stadium,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,40,storage_tank,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,41,tennis_court,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,42,terrace,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,43,thermal_power_station,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage1,44,wetland,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage2,0,airplane,0.39344262295081966
resisc45,resnet50_scratch_rgb3,10,7,stage2,1,airport,0.12941176470588237
resisc45,resnet50_scratch_rgb3,10,7,stage2,2,baseball_diamond,0.1834862385321101
resisc45,resnet50_scratch_rgb3,10,7,stage2,3,basketball_court,0.06711409395973154
resisc45,resnet50_scratch_rgb3,10,7,stage2,4,beach,0.25555555555555554
resisc45,resnet50_scratch_rgb3,10,7,stage2,5,bridge,0.14207650273224043
resisc45,resnet50_scratch_rgb3,10,7,stage2,6,chaparral,0.40336134453781514
resisc45,resnet50_scratch_rgb3,10,7,stage2,7,church,0.12631578947368421
resisc45,resnet50_scratch_rgb3,10,7,stage2,8,circular_farmland,0.2727272727272727
resisc45,resnet50_scratch_rgb3,10,7,stage2,9,cloud,0.45454545454545453
resisc45,resnet50_scratch_rgb3,10,7,stage2,10,commercial_area,0.12121212121212122
resisc45,resnet50_scratch_rgb3,10,7,stage2,11,dense_residential,0.22869955156950672
resisc45,resnet50_scratch_rgb3,10,7,stage2,12,desert,0.6637931034482759
resisc45,resnet50_scratch_rgb3,10,7,stage2,13,forest,0.3609467455621302
resisc45,resnet50_scratch_rgb3,10,7,stage2,14,freeway,0.0
resisc45,resnet50_scratch_rgb3,10,7,stage2,15,golf_course,0.20920502092050208
resisc45,resnet50_scratch_rgb3,10,7,stage2,16,ground_track_field,0.0546448087431694
resisc45,resnet50_scratch_rgb3,10,7,stage2,17,harbor,0.21904761904761905
resisc45,resnet50_scratch_rgb3,10,7,stage2,18,industrial_area,0.2376237623762376
resisc45,resnet50_scratch_rgb3,10,7,stage2,19,intersection,0.14207650273224043
resisc45,resnet50_scratch_rgb3,10,7,stage2,20,island,0.5349794238683128
resisc45,resnet50_scratch_rgb3,10,7,stage2,21,lake,0.2828282828282828
resisc45,resnet50_scratch_rgb3,10,7,stage2,22,meadow,0.5801526717557252
resisc45,resnet50_scratch_rgb3,10,7,stage2,23,medium_residential,0.2011173184357542
resisc45,resnet50_scratch_rgb3,10,7,stage2,24,mobile_home_park,0.1925133689839572
resisc45,resnet50_scratch_rgb3,10,7,stage2,25,mountain,0.13654618473895583
resisc45,resnet50_scratch_rgb3,10,7,stage2,26,overpass,0.08602150537634409
resisc45,resnet50_scratch_rgb3,10,7,stage2,27,palace,0.03980099502487562
resisc45,resnet50_scratch_rgb3,10,7,stage2,28,parking_lot,0.14857142857142858
resisc45,resnet50_scratch_rgb3,10,7,stage2,29,railway,0.08583690987124463
resisc45,resnet50_scratch_rgb3,10,7,stage2,30,railway_station,0.07954545454545454
resisc45,resnet50_scratch_rgb3,10,7,stage2,31,rectangular_farmland,0.07407407407407407
resisc45,resnet50_scratch_rgb3,10,7,stage2,32,river,0.08391608391608392
resisc45,resnet50_scratch_rgb3,10,7,stage2,33,roundabout,0.09195402298850575
resisc45,resnet50_scratch_rgb3,10,7,stage2,34,runway,0.1
resisc45,resnet50_scratch_rgb3,10,7,stage2,35,sea_ice,0.3517915309446254
resisc45,resnet50_scratch_rgb3,10,7,stage2,36,ship,0.1935483870967742
resisc45,resnet50_scratch_rgb3,10,7,stage2,37,snowberg,0.5363984674329502
resisc45,resnet50_scratch_rgb3,10,7,stage2,38,sparse_residential,0.13333333333333333
resisc45,resnet50_scratch_rgb3,10,7,stage2,39,stadium,0.030534351145038167
resisc45,resnet50_scratch_rgb3,10,7,stage2,40,storage_tank,0.16049382716049382
resisc45,resnet50_scratch_rgb3,10,7,stage2,41,tennis_court,0.03488372093023256
resisc45,resnet50_scratch_rgb3,10,7,stage2,42,terrace,0.19718309859154928
resisc45,resnet50_scratch_rgb3,10,7,stage2,43,thermal_power_station,0.12403100775193798
resisc45,resnet50_scratch_rgb3,10,7,stage2,44,wetland,0.08205128205128205
resisc45,resnet50_scratch_rgb3,10,999,stage1,0,airplane,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,1,airport,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,2,baseball_diamond,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,3,basketball_court,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,4,beach,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,5,bridge,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,6,chaparral,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,7,church,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,8,circular_farmland,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,9,cloud,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,10,commercial_area,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,11,dense_residential,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,12,desert,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,13,forest,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,14,freeway,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,15,golf_course,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,16,ground_track_field,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,17,harbor,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,18,industrial_area,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,19,intersection,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,20,island,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,21,lake,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,22,meadow,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,23,medium_residential,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,24,mobile_home_park,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,25,mountain,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,26,overpass,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,27,palace,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,28,parking_lot,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,29,railway,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,30,railway_station,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,31,rectangular_farmland,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,32,river,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,33,roundabout,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,34,runway,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,35,sea_ice,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,36,ship,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,37,snowberg,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,38,sparse_residential,0.043478260869565216
resisc45,resnet50_scratch_rgb3,10,999,stage1,39,stadium,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,40,storage_tank,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,41,tennis_court,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,42,terrace,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,43,thermal_power_station,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage1,44,wetland,0.0
resisc45,resnet50_scratch_rgb3,10,999,stage2,0,airplane,0.2598870056497175
resisc45,resnet50_scratch_rgb3,10,999,stage2,1,airport,0.1348314606741573
resisc45,resnet50_scratch_rgb3,10,999,stage2,2,baseball_diamond,0.19889502762430938
resisc45,resnet50_scratch_rgb3,10,999,stage2,3,basketball_court,0.07407407407407407
resisc45,resnet50_scratch_rgb3,10,999,stage2,4,beach,0.23834196891191708
resisc45,resnet50_scratch_rgb3,10,999,stage2,5,bridge,0.2634730538922156
resisc45,resnet50_scratch_rgb3,10,999,stage2,6,chaparral,0.5050505050505051
resisc45,resnet50_scratch_rgb3,10,999,stage2,7,church,0.06349206349206349
resisc45,resnet50_scratch_rgb3,10,999,stage2,8,circular_farmland,0.2660098522167488
resisc45,resnet50_scratch_rgb3,10,999,stage2,9,cloud,0.4433497536945813
resisc45,resnet50_scratch_rgb3,10,999,stage2,10,commercial_area,0.16363636363636364
resisc45,resnet50_scratch_rgb3,10,999,stage2,11,dense_residential,0.2583732057416268
resisc45,resnet50_scratch_rgb3,10,999,stage2,12,desert,0.6135458167330677
resisc45,resnet50_scratch_rgb3,10,999,stage2,13,forest,0.46551724137931033
resisc45,resnet50_scratch_rgb3,10,999,stage2,14,freeway,0.0625
resisc45,resnet50_scratch_rgb3,10,999,stage2,15,golf_course,0.1640378548895899
resisc45,resnet50_scratch_rgb3,10,999,stage2,16,ground_track_field,0.13186813186813187
resisc45,resnet50_scratch_rgb3,10,999,stage2,17,harbor,0.24242424242424243
resisc45,resnet50_scratch_rgb3,10,999,stage2,18,industrial_area,0.23134328358208955
resisc45,resnet50_scratch_rgb3,10,999,stage2,19,intersection,0.015267175572519083
resisc45,resnet50_scratch_rgb3,10,999,stage2,20,island,0.6285714285714286
resisc45,resnet50_scratch_rgb3,10,999,stage2,21,lake,0.27692307692307694
resisc45,resnet50_scratch_rgb3,10,999,stage2,22,meadow,0.5021645021645021
resisc45,resnet50_scratch_rgb3,10,999,stage2,23,medium_residential,0.13756613756613756
resisc45,resnet50_scratch_rgb3,10,999,stage2,24,mobile_home_park,0.182648401826484
resisc45,resnet50_scratch_rgb3,10,999,stage2,25,mountain,0.13541666666666666
resisc45,resnet50_scratch_rgb3,10,999,stage2,26,overpass,0.06666666666666667
resisc45,resnet50_scratch_rgb3,10,999,stage2,27,palace,0.08284023668639054
resisc45,resnet50_scratch_rgb3,10,999,stage2,28,parking_lot,0.10778443113772455
resisc45,resnet50_scratch_rgb3,10,999,stage2,29,railway,0.028985507246376812
resisc45,resnet50_scratch_rgb3,10,999,stage2,30,railway_station,0.046153846153846156
resisc45,resnet50_scratch_rgb3,10,999,stage2,31,rectangular_farmland,0.14084507042253522
resisc45,resnet50_scratch_rgb3,10,999,stage2,32,river,0.15757575757575756
resisc45,resnet50_scratch_rgb3,10,999,stage2,33,roundabout,0.06622516556291391
resisc45,resnet50_scratch_rgb3,10,999,stage2,34,runway,0.18090452261306533
resisc45,resnet50_scratch_rgb3,10,999,stage2,35,sea_ice,0.43373493975903615
resisc45,resnet50_scratch_rgb3,10,999,stage2,36,ship,0.22826086956521738
resisc45,resnet50_scratch_rgb3,10,999,stage2,37,snowberg,0.3149171270718232
resisc45,resnet50_scratch_rgb3,10,999,stage2,38,sparse_residential,0.1724137931034483
resisc45,resnet50_scratch_rgb3,10,999,stage2,39,stadium,0.04597701149425287
resisc45,resnet50_scratch_rgb3,10,999,stage2,40,storage_tank,0.10778443113772455
resisc45,resnet50_scratch_rgb3,10,999,stage2,41,tennis_court,0.12307692307692308
resisc45,resnet50_scratch_rgb3,10,999,stage2,42,terrace,0.1523809523809524
