dataset,k_shot,stage,seed,config_a,config_b,p_raw,n_discordant,b_only,c_only,exact_used,n_err_a,n_err_b,n_err_both,jaccard,gpu_mismatch,p_holm,significant_holm_05
eurosat,50,stage2,42,resnet50_imagenet_rgb3,resnet50_satlas-rgb_rgb3,0.001106586075163425,264,159,105,False,183,237,78,0.22807017543859648,False,0.016598791127451377,True
eurosat,50,stage2,42,resnet50_imagenet_rgb3,resnet50_scratch_ms9,2.9794582521078605e-85,640,568,72,False,183,679,111,0.1478029294274301,False,9.83221223195594e-84,True
eurosat,50,stage2,42,resnet50_imagenet_rgb3,swin_b_imagenet_ms9,0.0005605738016135268,236,91,145,False,183,129,38,0.1386861313868613,False,0.00896918082581643,True
eurosat,50,stage2,42,resnet50_imagenet_rgb3,swin_b_imagenet_rgb3,0.00017010186696654096,214,79,135,False,183,127,48,0.183206106870229,False,0.002891731738431196,True
eurosat,50,stage2,42,resnet50_imagenet_rgb3,swin_b_satlas-ms_ms9,1.5472362079132727e-07,221,71,150,False,183,104,33,0.12992125984251968,False,3.7133668989918543e-06,True
eurosat,50,stage2,42,resnet50_imagenet_rgb3,swin_b_satlas-rgb_rgb3,1.317712669974487e-05,196,67,129,False,183,121,54,0.216,False,0.00028989678739438715,True
eurosat,50,stage2,42,resnet50_imagenet_rgb3,swin_b_scratch_ms9,7.643183066813365e-98,704,631,73,False,183,741,110,0.13513513513513514,False,2.9044095653890788e-96,True
eurosat,50,stage2,42,resnet50_satlas-ms_ms9,resnet50_satlas-rgb_rgb3,1.4443059117314177e-05,268,170,98,False,165,237,67,0.2,False,0.0003033042414635977,True
eurosat,50,stage2,42,resnet50_satlas-ms_ms9,resnet50_scratch_ms9,7.618205989859143e-93,630,572,58,False,165,679,107,0.1451831750339213,False,2.5901900365521086e-91,True
eurosat,50,stage2,42,resnet50_satlas-ms_ms9,swin_b_imagenet_ms9,0.01622520957013729,212,88,124,False,165,129,41,0.16205533596837945,False,0.1622520957013729,False
eurosat,50,stage2,42,resnet50_satlas-ms_ms9,swin_b_imagenet_rgb3,0.014699148008255001,230,96,134,False,165,127,31,0.11877394636015326,False,0.161690628090805,False
eurosat,50,stage2,42,resnet50_satlas-ms_ms9,swin_b_satlas-ms_ms9,1.9128920177870983e-05,197,68,129,False,165,104,36,0.15450643776824036,False,0.00038257840355741964,True
eurosat,50,stage2,42,resnet50_satlas-ms_ms9,swin_b_satlas-rgb_rgb3,0.0022440334130290262,198,77,121,False,165,121,44,0.18181818181818182,False,0.031416467782406365,True
eurosat,50,stage2,42,resnet50_satlas-ms_ms9,swin_b_scratch_ms9,1.9653122623581927e-104,702,639,63,False,165,741,102,0.12686567164179105,False,7.664717823196951e-103,True
eurosat,50,stage2,42,resnet50_satlas-rgb_rgb3,resnet50_scratch_ms9,3.0941267405402315e-67,648,545,103,False,237,679,134,0.17135549872122763,False,9.282380221620694e-66,True
eurosat,50,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_imagenet_ms9,1.018991584905135e-10,274,83,191,False,237,129,46,0.14375,False,2.649378120753351e-09,True
eurosat,50,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_imagenet_rgb3,5.433464235346428e-12,250,70,180,False,237,127,57,0.18566775244299674,False,1.4670353435435356e-10,True
eurosat,50,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_satlas-ms_ms9,6.569267295415482e-16,267,67,200,False,237,104,37,0.12171052631578948,False,1.9050875156704898e-14,True
eurosat,50,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_satlas-rgb_rgb3,1.810113251286266e-13,244,64,180,False,237,121,57,0.1893687707641196,False,5.068317103601545e-12,True
eurosat,50,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_scratch_ms9,3.7880410296768367e-75,752,628,124,False,237,741,113,0.130635838150289,False,1.1742927191998194e-73,True
eurosat,50,stage2,42,resnet50_scratch_ms9,swin_b_imagenet_ms9,1.88802463398979e-96,694,72,622,False,679,129,57,0.0758988015978695,False,6.796888682363244e-95,True
eurosat,50,stage2,42,resnet50_scratch_ms9,swin_b_imagenet_rgb3,1.081759703871832e-97,690,69,621,False,679,127,58,0.07754010695187166,False,4.002510904325779e-96,True
eurosat,50,stage2,42,resnet50_scratch_ms9,swin_b_satlas-ms_ms9,7.555364164018953e-108,677,51,626,False,679,104,53,0.07260273972602739,False,3.097699307247771e-106,True
eurosat,50,stage2,42,resnet50_scratch_ms9,swin_b_satlas-rgb_rgb3,7.343244739494245e-105,656,49,607,False,679,121,72,0.0989010989010989,False,2.937297895797698e-103,True
eurosat,50,stage2,42,resnet50_scratch_ms9,swin_b_scratch_ms9,0.011454085641401768,582,322,260,False,679,741,419,0.41858141858141856,False,0.1374490276968212,False
eurosat,50,stage2,42,swin_b_imagenet_ms9,swin_b_imagenet_rgb3,0.9365906071613355,158,78,80,False,129,127,49,0.23671497584541062,False,1.0,False
eurosat,50,stage2,42,swin_b_imagenet_ms9,swin_b_satlas-ms_ms9,0.06328615274160702,167,71,96,False,129,104,33,0.165,False,0.5695753746744632,False
eurosat,50,stage2,42,swin_b_imagenet_ms9,swin_b_satlas-rgb_rgb3,0.5891544654500582,168,80,88,False,129,121,41,0.19617224880382775,False,1.0,False
eurosat,50,stage2,42,swin_b_imagenet_ms9,swin_b_scratch_ms9,1.55682946446969e-113,728,670,58,False,129,741,71,0.08886107634543179,False,6.694366697219666e-112,True
eurosat,50,stage2,42,swin_b_imagenet_rgb3,swin_b_satlas-ms_ms9,0.08676817270387548,165,71,94,False,127,104,33,0.16666666666666666,False,0.6941453816310038,False
eurosat,50,stage2,42,swin_b_imagenet_rgb3,swin_b_satlas-rgb_rgb3,0.6926327840419602,160,77,83,False,127,121,44,0.21568627450980393,False,1.0,False
eurosat,50,stage2,42,swin_b_imagenet_rgb3,swin_b_scratch_ms9,8.04302294350052e-110,758,686,72,False,127,741,55,0.06765067650676507,False,3.378069636270218e-108,True
eurosat,50,stage2,42,swin_b_satlas-ms_ms9,swin_b_satlas-rgb_rgb3,0.18993511837103555,149,83,66,False,104,121,38,0.20320855614973263,False,1.0,False
eurosat,50,stage2,42,swin_b_satlas-ms_ms9,swin_b_scratch_ms9,5.041503613851091e-124,721,679,42,False,104,741,62,0.07918263090676884,False,2.268676626232991e-122,True
eurosat,50,stage2,42,swin_b_satlas-rgb_rgb3,swin_b_scratch_ms9,1.0148115942338744e-118,714,667,47,False,121,741,74,0.09390862944162437,False,4.465171014629047e-117,True
eurosat,100,stage2,42,resnet50_imagenet_ms9,resnet50_imagenet_rgb3,0.305938540538878,187,101,86,False,137,152,51,0.21428571428571427,False,1.0,False
eurosat,100,stage2,42,resnet50_imagenet_ms9,resnet50_satlas-ms_ms9,0.8866897393567404,197,100,97,False,137,140,40,0.16877637130801687,False,1.0,False
eurosat,100,stage2,42,resnet50_imagenet_ms9,resnet50_satlas-rgb_rgb3,0.001180544750479526,219,134,85,False,137,186,52,0.1918819188191882,False,0.016527626506713362,True
eurosat,100,stage2,42,resnet50_imagenet_ms9,resnet50_scratch_ms9,1.273982433629596e-83,586,528,58,False,137,607,79,0.11879699248120301,False,4.204142030977667e-82,True
eurosat,100,stage2,42,resnet50_imagenet_ms9,swin_b_imagenet_ms9,0.003928553562918825,139,52,87,False,137,102,50,0.26455026455026454,False,0.04321408919210707,True
eurosat,100,stage2,42,resnet50_imagenet_ms9,swin_b_imagenet_rgb3,4.481586893155195e-06,149,46,103,False,137,80,34,0.18579234972677597,False,8.066856407679352e-05,True
eurosat,100,stage2,42,resnet50_imagenet_ms9,swin_b_satlas-ms_ms9,2.04034094141228e-08,147,39,108,False,137,68,29,0.16477272727272727,False,4.488750071107016e-07,True
eurosat,100,stage2,42,resnet50_imagenet_ms9,swin_b_satlas-rgb_rgb3,0.00048405729033518415,159,57,102,False,137,92,35,0.18041237113402062,False,0.007260859355027762,True
eurosat,100,stage2,42,resnet50_imagenet_ms9,swin_b_scratch_ms9,2.1213111446452008e-110,689,638,51,False,137,724,86,0.11096774193548387,False,8.697375693045324e-109,True
eurosat,100,stage2,42,resnet50_imagenet_rgb3,resnet50_satlas-ms_ms9,0.4412085195058775,204,96,108,False,152,140,44,0.1774193548387097,False,1.0,False
eurosat,100,stage2,42,resnet50_imagenet_rgb3,resnet50_satlas-rgb_rgb3,0.0208625823327655,204,119,85,False,152,186,67,0.24723247232472326,False,0.166900658662124,False
eurosat,100,stage2,42,resnet50_imagenet_rgb3,resnet50_scratch_ms9,2.559611378756368e-77,595,525,70,False,152,607,82,0.12112259970457903,False,7.93479527414474e-76,True
eurosat,100,stage2,42,resnet50_imagenet_rgb3,swin_b_imagenet_ms9,0.0003034604723520405,184,67,117,False,152,102,35,0.1598173515981735,False,0.005158828029984688,True
eurosat,100,stage2,42,resnet50_imagenet_rgb3,swin_b_imagenet_rgb3,3.285315519827203e-09,144,36,108,False,152,80,44,0.23404255319148937,False,8.213288799568008e-08,True
eurosat,100,stage2,42,resnet50_imagenet_rgb3,swin_b_satlas-ms_ms9,1.517662951839958e-10,168,42,126,False,152,68,26,0.13402061855670103,False,3.945923674783891e-09,True
eurosat,100,stage2,42,resnet50_imagenet_rgb3,swin_b_satlas-rgb_rgb3,4.082726755311135e-06,164,52,112,False,152,92,40,0.19607843137254902,False,7.757180835091156e-05,True
eurosat,100,stage2,42,resnet50_imagenet_rgb3,swin_b_scratch_ms9,1.1367359440444111e-99,726,649,77,False,152,724,75,0.09363295880149813,False,4.3195965873687626e-98,True
eurosat,100,stage2,42,resnet50_satlas-ms_ms9,resnet50_satlas-rgb_rgb3,0.001900893250446667,210,128,82,False,140,186,58,0.21641791044776118,False,0.022810719005360004,True
eurosat,100,stage2,42,resnet50_satlas-ms_ms9,resnet50_scratch_ms9,4.305730254529839e-81,597,532,65,False,140,607,75,0.11160714285714286,False,1.3778336814495484e-79,True
eurosat,100,stage2,42,resnet50_satlas-ms_ms9,swin_b_imagenet_ms9,0.005549652379429616,178,70,108,False,140,102,32,0.1523809523809524,False,0.055496523794296156,False
eurosat,100,stage2,42,resnet50_satlas-ms_ms9,swin_b_imagenet_rgb3,3.0957968771615077e-06,160,50,110,False,140,80,30,0.15789473684210525,False,6.191593754323015e-05,True
eurosat,100,stage2,42,resnet50_satlas-ms_ms9,swin_b_satlas-ms_ms9,3.285315519827203e-09,144,36,108,False,140,68,32,0.18181818181818182,False,8.213288799568008e-08,True
eurosat,100,stage2,42,resnet50_satlas-ms_ms9,swin_b_satlas-rgb_rgb3,0.00031247106081755806,170,61,109,False,140,92,31,0.15422885572139303,False,0.005158828029984688,True
eurosat,100,stage2,42,resnet50_satlas-ms_ms9,swin_b_scratch_ms9,1.2635243401300294e-101,742,663,79,False,140,724,61,0.0759651307596513,False,4.927744926507115e-100,True
eurosat,100,stage2,42,resnet50_satlas-rgb_rgb3,resnet50_scratch_ms9,7.503006103324802e-72,549,485,64,False,186,607,122,0.18181818181818182,False,2.2509018309974406e-70,True
eurosat,100,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_imagenet_ms9,1.19482181696772e-08,212,64,148,False,186,102,38,0.152,False,2.748090179025756e-07,True
eurosat,100,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_imagenet_rgb3,1.1310313266887142e-13,200,47,153,False,186,80,33,0.14163090128755365,False,3.1668877147284e-12,True
eurosat,100,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_satlas-ms_ms9,2.7657231621518037e-18,180,31,149,False,186,68,37,0.17050691244239632,False,8.020597170240231e-17,True
eurosat,100,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_satlas-rgb_rgb3,2.3808188093172078e-12,176,41,135,False,186,92,51,0.22466960352422907,False,6.428210785156461e-11,True
eurosat,100,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_scratch_ms9,2.520087681040507e-90,710,624,86,False,186,724,100,0.12345679012345678,False,8.568298115537724e-89,True
eurosat,100,stage2,42,resnet50_scratch_ms9,swin_b_imagenet_ms9,4.077075562058624e-92,613,54,559,False,607,102,48,0.07261724659606657,False,1.4269764467205184e-90,True
eurosat,100,stage2,42,resnet50_scratch_ms9,swin_b_imagenet_rgb3,1.5909820789237675e-99,617,45,572,False,607,80,35,0.05368098159509203,False,5.88663369201794e-98,True
eurosat,100,stage2,42,resnet50_scratch_ms9,swin_b_satlas-ms_ms9,9.56576049280865e-107,601,31,570,False,607,68,37,0.05799373040752351,False,3.82630419712346e-105,True
eurosat,100,stage2,42,resnet50_scratch_ms9,swin_b_satlas-rgb_rgb3,6.358649041316967e-98,599,42,557,False,607,92,50,0.07704160246533127,False,2.289113654874108e-96,True
eurosat,100,stage2,42,resnet50_scratch_ms9,swin_b_scratch_ms9,1.755598096657972e-06,589,353,236,False,607,724,371,0.38645833333333335,False,3.686756002981741e-05,True
eurosat,100,stage2,42,swin_b_imagenet_ms9,swin_b_imagenet_rgb3,0.0375888812610745,102,40,62,False,102,80,40,0.28169014084507044,False,0.2631221688275215,False
eurosat,100,stage2,42,swin_b_imagenet_ms9,swin_b_satlas-ms_ms9,0.0013494833670474632,106,36,70,False,102,68,32,0.2318840579710145,False,0.017543283771617024,True
eurosat,100,stage2,42,swin_b_imagenet_ms9,swin_b_satlas-rgb_rgb3,0.4226780741706353,126,58,68,False,102,92,34,0.2125,False,1.0,False
eurosat,100,stage2,42,swin_b_imagenet_ms9,swin_b_scratch_ms9,3.879551302096352e-120,710,666,44,False,102,724,58,0.07552083333333333,False,1.6294115468804679e-118,True
eurosat,100,stage2,42,swin_b_imagenet_rgb3,swin_b_satlas-ms_ms9,0.2615722360139462,96,42,54,False,80,68,26,0.21311475409836064,False,1.0,False
eurosat,100,stage2,42,swin_b_imagenet_rgb3,swin_b_satlas-rgb_rgb3,0.2853336023493621,106,59,47,False,80,92,33,0.23741007194244604,False,1.0,False
eurosat,100,stage2,42,swin_b_imagenet_rgb3,swin_b_scratch_ms9,1.5878369539018014e-125,728,686,42,False,80,724,38,0.04960835509138381,False,6.9864825971679265e-124,True
eurosat,100,stage2,42,swin_b_satlas-ms_ms9,swin_b_satlas-rgb_rgb3,0.010126539818322088,80,52,28,False,68,92,40,0.3333333333333333,False,0.0911388583648988,False
eurosat,100,stage2,42,swin_b_satlas-ms_ms9,swin_b_scratch_ms9,1.981974264483442e-133,710,683,27,False,68,724,41,0.05459387483355526,False,8.918884190175489e-132,True
eurosat,100,stage2,42,swin_b_satlas-rgb_rgb3,swin_b_scratch_ms9,1.1523294783209014e-124,706,669,37,False,92,724,55,0.07227332457293036,False,4.955016756779876e-123,True
eurosat,full,stage2,42,resnet50_imagenet_ms9,resnet50_imagenet_rgb3,0.1698105050855175,26,17,9,False,30,38,21,0.44680851063829785,False,1.0,False
eurosat,full,stage2,42,resnet50_imagenet_ms9,resnet50_satlas-ms_ms9,0.21003961563110352,23,8,15,True,30,23,15,0.39473684210526316,False,1.0,False
eurosat,full,stage2,42,resnet50_imagenet_ms9,resnet50_satlas-rgb_rgb3,0.12271259472816963,34,22,12,False,30,40,18,0.34615384615384615,False,1.0,False
eurosat,full,stage2,42,resnet50_imagenet_ms9,resnet50_scratch_ms9,0.0003922056222790599,58,43,15,False,30,58,15,0.2054794520547945,False,0.012158374290650857,True
eurosat,full,stage2,42,resnet50_imagenet_ms9,swin_b_imagenet_ms9,0.5412561893463135,24,10,14,True,30,26,16,0.4,False,1.0,False
eurosat,full,stage2,42,resnet50_imagenet_ms9,swin_b_imagenet_rgb3,0.07755616674366539,26,8,18,False,30,20,12,0.3157894736842105,False,1.0,False
eurosat,full,stage2,42,resnet50_imagenet_ms9,swin_b_satlas-ms_ms9,0.0931396484375,23,7,16,True,30,21,14,0.3783783783783784,False,1.0,False
eurosat,full,stage2,42,resnet50_imagenet_ms9,swin_b_satlas-rgb_rgb3,0.4048728942871094,23,9,14,True,30,25,16,0.41025641025641024,False,1.0,False
eurosat,full,stage2,42,resnet50_imagenet_ms9,swin_b_scratch_ms9,3.022955470136017e-12,95,82,13,False,30,99,17,0.15178571428571427,False,1.2091821880544068e-10,True
eurosat,full,stage2,42,resnet50_imagenet_rgb3,resnet50_satlas-ms_ms9,0.014806109127348454,33,9,24,False,38,23,14,0.2978723404255319,False,0.3553466190563629,False
eurosat,full,stage2,42,resnet50_imagenet_rgb3,resnet50_satlas-rgb_rgb3,0.8801684549067255,44,23,21,False,38,40,17,0.2786885245901639,False,1.0,False
eurosat,full,stage2,42,resnet50_imagenet_rgb3,resnet50_scratch_ms9,0.017548950191476703,64,42,22,False,38,58,16,0.2,False,0.40362585440396415,False
eurosat,full,stage2,42,resnet50_imagenet_rgb3,swin_b_imagenet_ms9,0.0592297037272794,34,11,23,False,38,26,15,0.30612244897959184,False,1.0,False
eurosat,full,stage2,42,resnet50_imagenet_rgb3,swin_b_imagenet_rgb3,0.0013149446697132139,28,5,23,False,38,20,15,0.3488372093023256,False,0.03944834009139642,True
eurosat,full,stage2,42,resnet50_imagenet_rgb3,swin_b_satlas-ms_ms9,0.0013742758758316976,25,4,21,False,38,21,17,0.40476190476190477,False,0.03985400039911923,True
eurosat,full,stage2,42,resnet50_imagenet_rgb3,swin_b_satlas-rgb_rgb3,0.010622024536132812,23,5,18,True,38,25,20,0.46511627906976744,False,0.2655506134033203,False
eurosat,full,stage2,42,resnet50_imagenet_rgb3,swin_b_scratch_ms9,1.1145505448233331e-09,97,79,18,False,38,99,20,0.17094017094017094,False,4.3467471248109995e-08,True
eurosat,full,stage2,42,resnet50_satlas-ms_ms9,resnet50_satlas-rgb_rgb3,0.00684085843582897,35,26,9,False,23,40,14,0.2857142857142857,False,0.17786231933155322,False
eurosat,full,stage2,42,resnet50_satlas-ms_ms9,resnet50_scratch_ms9,6.68716901330911e-06,57,46,11,False,23,58,12,0.17391304347826086,False,0.00023405091546581884,True
eurosat,full,stage2,42,resnet50_satlas-ms_ms9,swin_b_imagenet_ms9,0.6776394844055176,23,13,10,True,23,26,13,0.3611111111111111,False,1.0,False
eurosat,full,stage2,42,resnet50_satlas-ms_ms9,swin_b_imagenet_rgb3,0.6636238098144531,21,9,12,True,23,20,11,0.34375,False,1.0,False
eurosat,full,stage2,42,resnet50_satlas-ms_ms9,swin_b_satlas-ms_ms9,0.8318119049072266,22,10,12,True,23,21,11,0.3333333333333333,False,1.0,False
eurosat,full,stage2,42,resnet50_satlas-ms_ms9,swin_b_satlas-rgb_rgb3,0.8388197422027588,24,13,11,True,23,25,12,0.3333333333333333,False,1.0,False
eurosat,full,stage2,42,resnet50_satlas-ms_ms9,swin_b_scratch_ms9,6.092283349777829e-16,86,81,5,False,23,99,18,0.17307692307692307,False,2.6806046739022447e-14,True
eurosat,full,stage2,42,resnet50_satlas-rgb_rgb3,resnet50_scratch_ms9,0.051172097975109264,76,47,29,False,40,58,11,0.12643678160919541,False,1.0,False
eurosat,full,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_imagenet_ms9,0.04486227115291488,42,14,28,False,40,26,12,0.2222222222222222,False,0.9421076942112124,False
eurosat,full,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_imagenet_rgb3,0.0015419695689399518,36,8,28,False,40,20,12,0.25,False,0.04317514793031865,True
eurosat,full,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_satlas-ms_ms9,0.00394775185690346,39,10,29,False,40,21,11,0.22,False,0.10658930013639342,False
eurosat,full,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_satlas-rgb_rgb3,0.021358540433834634,37,11,26,False,40,25,14,0.27450980392156865,False,0.46988788954436195,False
eurosat,full,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_scratch_ms9,6.35448937503137e-08,115,87,28,False,40,99,12,0.09448818897637795,False,2.4147059625119206e-06,True
eurosat,full,stage2,42,resnet50_scratch_ms9,swin_b_imagenet_ms9,6.278731906213276e-05,60,14,46,False,58,26,12,0.16666666666666666,False,0.0020091942099882483,True
eurosat,full,stage2,42,resnet50_scratch_ms9,swin_b_imagenet_rgb3,1.7821350895068977e-06,60,11,49,False,58,20,9,0.13043478260869565,False,6.593899831175522e-05,True
eurosat,full,stage2,42,resnet50_scratch_ms9,swin_b_satlas-ms_ms9,1.8577178654552249e-06,57,10,47,False,58,21,11,0.16176470588235295,False,6.68778431563881e-05,True
eurosat,full,stage2,42,resnet50_scratch_ms9,swin_b_satlas-rgb_rgb3,3.099293441045215e-05,59,13,46,False,58,25,12,0.16901408450704225,False,0.001053759769955373,True
eurosat,full,stage2,42,resnet50_scratch_ms9,swin_b_scratch_ms9,4.062195589053589e-05,95,68,27,False,58,99,31,0.24603174603174602,False,0.0013405245443876843,True
eurosat,full,stage2,42,swin_b_imagenet_ms9,swin_b_imagenet_rgb3,0.28627872467041016,22,8,14,True,26,20,12,0.35294117647058826,False,1.0,False
eurosat,full,stage2,42,swin_b_imagenet_ms9,swin_b_satlas-ms_ms9,0.38331031799316406,21,8,13,True,26,21,13,0.38235294117647056,False,1.0,False
eurosat,full,stage2,42,swin_b_imagenet_ms9,swin_b_satlas-rgb_rgb3,1.0,21,10,11,True,26,25,15,0.4166666666666667,False,1.0,False
eurosat,full,stage2,42,swin_b_imagenet_ms9,swin_b_scratch_ms9,2.3116681350585372e-14,89,81,8,False,26,99,18,0.16822429906542055,False,9.709006167245857e-13,True
eurosat,full,stage2,42,swin_b_imagenet_rgb3,swin_b_satlas-ms_ms9,1.0,19,10,9,True,20,21,11,0.36666666666666664,False,1.0,False
eurosat,full,stage2,42,swin_b_imagenet_rgb3,swin_b_satlas-rgb_rgb3,0.2265625,11,8,3,True,20,25,17,0.6071428571428571,False,1.0,False
eurosat,full,stage2,42,swin_b_imagenet_rgb3,swin_b_scratch_ms9,2.3808414889733523e-15,97,88,9,False,20,99,11,0.10185185185185185,False,1.0237618402585415e-13,True
eurosat,full,stage2,42,swin_b_satlas-ms_ms9,swin_b_satlas-rgb_rgb3,0.480682373046875,18,11,7,True,21,25,14,0.4375,False,1.0,False
eurosat,full,stage2,42,swin_b_satlas-ms_ms9,swin_b_scratch_ms9,1.8439103710969497e-17,82,80,2,False,21,99,19,0.18811881188118812,False,8.297596669936274e-16,True
eurosat,full,stage2,42,swin_b_satlas-rgb_rgb3,swin_b_scratch_ms9,5.0983728344386775e-14,94,84,10,False,25,99,15,0.13761467889908258,False,2.0903328621198577e-12,True
resisc45,5,stage2,42,resnet50_imagenet_rgb3,resnet50_satlas-rgb_rgb3,2.1725859465353563e-130,1735,1374,361,False,1793,2806,1432,0.4521629302178718,False,2.389844541188892e-129,True
resisc45,5,stage2,42,resnet50_imagenet_rgb3,resnet50_scratch_rgb3,0.0,2409,2195,214,False,1793,3774,1579,0.395937813440321,False,0.0,True
resisc45,5,stage2,42,resnet50_imagenet_rgb3,swin_b_imagenet_rgb3,1.3926669889220605e-24,1265,450,815,False,1793,1428,978,0.4360231832367365,False,6.963334944610302e-24,True
resisc45,5,stage2,42,resnet50_imagenet_rgb3,swin_b_satlas-aerial_rgb3,2.5184720559084947e-21,1402,523,879,False,1793,1437,914,0.3946459412780656,False,7.555416167725485e-21,True
resisc45,5,stage2,42,resnet50_imagenet_rgb3,swin_b_satlas-rgb_rgb3,5.866388694109638e-23,1515,950,565,False,1793,2178,1228,0.44768501640539554,False,2.346555477643855e-22,True
resisc45,5,stage2,42,resnet50_imagenet_rgb3,swin_b_scratch_rgb3,0.0,2404,2191,213,False,1793,3771,1580,0.3965863453815261,False,0.0,True
resisc45,5,stage2,42,resnet50_satlas-rgb_rgb3,resnet50_scratch_rgb3,8.459676906359555e-129,1604,1286,318,False,2806,3774,2488,0.6080156402737048,False,8.459676906359555e-128,True
resisc45,5,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_imagenet_rgb3,2.529390289198236e-216,1924,273,1651,False,2806,1428,1155,0.37512179278986685,False,3.288207375957707e-215,True
resisc45,5,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_satlas-aerial_rgb3,4.1031941885972644e-212,1937,284,1653,False,2806,1437,1153,0.3731391585760518,False,4.923833026316718e-211,True
resisc45,5,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_satlas-rgb_rgb3,1.2102849406782402e-58,1508,440,1068,False,2806,2178,1738,0.5354282193468884,False,7.261709644069441e-58,True
resisc45,5,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_scratch_rgb3,1.8219459955297548e-127,1611,1288,323,False,2806,3771,2483,0.6064973131411823,False,1.6397513959767793e-126,True
resisc45,5,stage2,42,resnet50_scratch_rgb3,swin_b_imagenet_rgb3,0.0,2712,183,2529,False,3774,1428,1245,0.3146322971948446,False,0.0,True
resisc45,5,stage2,42,resnet50_scratch_rgb3,swin_b_satlas-aerial_rgb3,0.0,2641,152,2489,False,3774,1437,1285,0.3273051451859399,False,0.0,True
resisc45,5,stage2,42,resnet50_scratch_rgb3,swin_b_satlas-rgb_rgb3,3.5942058744261844e-273,2040,222,1818,False,3774,2178,1956,0.4894894894894895,False,5.3913088116392764e-272,True
resisc45,5,stage2,42,resnet50_scratch_rgb3,swin_b_scratch_rgb3,0.9489294097784429,975,486,489,False,3774,3771,3285,0.7711267605633803,False,1.0,False
resisc45,5,stage2,42,swin_b_imagenet_rgb3,swin_b_satlas-aerial_rgb3,0.8209177542674355,1249,629,620,False,1428,1437,808,0.3928050559066602,False,1.0,False
resisc45,5,stage2,42,swin_b_imagenet_rgb3,swin_b_satlas-rgb_rgb3,2.3265718592087178e-82,1518,1134,384,False,1428,2178,1044,0.40749414519906324,False,1.8612574873669742e-81,True
resisc45,5,stage2,42,swin_b_imagenet_rgb3,swin_b_scratch_rgb3,0.0,2677,2510,167,False,1428,3771,1261,0.3202133062468258,False,0.0,True
resisc45,5,stage2,42,swin_b_satlas-aerial_rgb3,swin_b_satlas-rgb_rgb3,2.7788016014843936e-80,1521,1131,390,False,1437,2178,1047,0.4077102803738318,False,1.9451611210390757e-79,True
resisc45,5,stage2,42,swin_b_satlas-aerial_rgb3,swin_b_scratch_rgb3,0.0,2658,2496,162,False,1437,3771,1275,0.32418001525553014,False,0.0,True
resisc45,5,stage2,42,swin_b_satlas-rgb_rgb3,swin_b_scratch_rgb3,5.0865580061468264e-272,2041,1817,224,False,2178,3771,1954,0.4891113892365457,False,7.121181208605557e-271,True
resisc45,10,stage2,42,resnet50_imagenet_rgb3,resnet50_satlas-rgb_rgb3,1.6505549214183687e-129,1682,1338,344,False,1344,2338,1000,0.37285607755406414,False,1.485499429276532e-128,True
resisc45,10,stage2,42,resnet50_imagenet_rgb3,resnet50_scratch_rgb3,0.0,2603,2457,146,False,1344,3655,1198,0.31518021573270194,False,0.0,True
resisc45,10,stage2,42,resnet50_imagenet_rgb3,swin_b_imagenet_rgb3,3.443179292170168e-28,982,318,664,False,1344,998,680,0.4091456077015644,False,1.3772717168680671e-27,True
resisc45,10,stage2,42,resnet50_imagenet_rgb3,swin_b_satlas-aerial_rgb3,3.037710504999712e-10,1155,470,685,False,1344,1129,659,0.3632855567805954,False,9.113131514999136e-10,True
resisc45,10,stage2,42,resnet50_imagenet_rgb3,swin_b_satlas-rgb_rgb3,7.111690744068561e-31,1366,897,469,False,1344,1772,875,0.39045069165551094,False,3.55584537203428e-30,True
resisc45,10,stage2,42,resnet50_imagenet_rgb3,swin_b_scratch_rgb3,0.0,2681,2552,129,False,1344,3767,1215,0.3118583162217659,False,0.0,True
resisc45,10,stage2,42,resnet50_satlas-rgb_rgb3,resnet50_scratch_rgb3,1.3839519288709544e-206,1841,1579,262,False,2338,3655,2076,0.529997447025785,False,1.5223471217580499e-205,True
resisc45,10,stage2,42,resnet50_satlas-rgb_rgb3,swin_b_imagenet_rgb3,2.426606344707813e-219,1794,227,1567,False,2338,998,771,0.30058479532163745,False,2.9119276136493756e-218,True
